class_col,class_value,pos_4gram,freq,rank
Region,Chiapas,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",240,12
Region,Chiapas,"('ADJ', 'ADP', 'DET', 'NOUN')",200,13
Region,Chiapas,"('DET', 'NOUN', 'ADJ', 'PUNCT')",200,14
Region,Chiapas,"('ADP', 'DET', 'NOUN', 'ADJ')",184,15
Region,Chiapas,"('VERB', 'DET', 'NOUN', 'PUNCT')",184,16
Region,Chiapas,"('DET', 'NOUN', 'PUNCT', 'DET')",183,17
Region,Chiapas,"('PRON', 'VERB', 'DET', 'NOUN')",180,18
Region,Chiapas,"('DET', 'NOUN', 'AUX', 'ADV')",179,19
Region,Chiapas,"('NOUN', 'ADP', 'NOUN', 'ADP')",166,20
Region,Chihuahua,"('NOUN', 'ADP', 'DET', 'NOUN')",54,1
Region,Chihuahua,"('ADP', 'DET', 'NOUN', 'PUNCT')",40,2
Region,Chihuahua,"('ADP', 'DET', 'NOUN', 'ADP')",36,3
Region,Chihuahua,"('DET', 'NOUN', 'ADP', 'DET')",34,4
Region,Chihuahua,"('DET', 'NOUN', 'ADP', 'NOUN')",30,5
Region,Chihuahua,"('VERB', 'ADP', 'DET', 'NOUN')",28,6
Region,Chihuahua,"('VERB', 'DET', 'NOUN', 'ADP')",23,7
Region,Chihuahua,"('NOUN', 'PUNCT', 'DET', 'NOUN')",20,8
Region,Chihuahua,"('DET', 'NOUN', 'AUX', 'ADJ')",17,9
Region,Chihuahua,"('DET', 'NOUN', 'PRON', 'VERB')",16,10
Region,Chihuahua,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",15,11
Region,Chihuahua,"('DET', 'NOUN', 'ADJ', 'PUNCT')",15,12
Region,Chihuahua,"('ADJ', 'ADP', 'DET', 'NOUN')",15,13
Region,Chihuahua,"('PRON', 'VERB', 'ADP', 'DET')",15,14
Region,Chihuahua,"('ADJ', 'PUNCT', 'DET', 'NOUN')",14,15
Region,Chihuahua,"('ADP', 'NOUN', 'ADP', 'DET')",14,16
Region,Chihuahua,"('PUNCT', 'DET', 'NOUN', 'AUX')",14,17
Region,Chihuahua,"('ADP', 'DET', 'NOUN', 'CCONJ')",13,18
Region,Chihuahua,"('NOUN', 'ADP', 'NOUN', 'ADP')",13,19
Region,Chihuahua,"('VERB', 'DET', 'NOUN', 'PUNCT')",12,20
Region,Coahuila,"('NOUN', 'ADP', 'DET', 'NOUN')",38,1
Region,Coahuila,"('DET', 'NOUN', 'ADP', 'NOUN')",34,2
Region,Coahuila,"('DET', 'NOUN', 'ADP', 'DET')",32,3
Region,Coahuila,"('ADP', 'DET', 'NOUN', 'PUNCT')",31,4
Region,Coahuila,"('VERB', 'ADP', 'DET', 'NOUN')",30,5
Region,Coahuila,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",24,6
Region,Coahuila,"('ADP', 'DET', 'NOUN', 'ADP')",24,7
Region,Coahuila,"('VERB', 'DET', 'NOUN', 'ADP')",23,8
Region,Coahuila,"('NOUN', 'PUNCT', 'DET', 'NOUN')",22,9
Region,Coahuila,"('VERB', 'DET', 'NOUN', 'PUNCT')",19,10
Region,Coahuila,"('ADJ', 'PUNCT', 'DET', 'NOUN')",16,11
Region,Coahuila,"('PRON', 'VERB', 'ADP', 'DET')",15,12
Region,Coahuila,"('PUNCT', 'DET', 'NOUN', 'ADP')",15,13
Region,Coahuila,"('DET', 'NOUN', 'ADV', 'ADJ')",13,14
Region,Coahuila,"('DET', 'NOUN', 'PUNCT', 'DET')",13,15
Region,Coahuila,"('DET', 'NOUN', 'ADP', 'VERB')",12,16
Region,Coahuila,"('NOUN', 'ADP', 'NOUN', 'CCONJ')",12,17
Region,Coahuila,"('ADP', 'NOUN', 'ADP', 'NOUN')",11,18
Region,Coahuila,"('ADP', 'VERB', 'DET', 'NOUN')",11,19
Region,Coahuila,"('ADJ', 'ADP', 'DET', 'NOUN')",11,20
Region,Estado_de_Mexico,"('NOUN', 'ADP', 'DET', 'NOUN')",397,1
Region,Estado_de_Mexico,"('DET', 'NOUN', 'ADP', 'NOUN')",365,2
Region,Estado_de_Mexico,"('ADP', 'DET', 'NOUN', 'PUNCT')",321,3
Region,Estado_de_Mexico,"('VERB', 'ADP', 'DET', 'NOUN')",273,4
Region,Estado_de_Mexico,"('DET', 'NOUN', 'ADP', 'DET')",269,5
Region,Estado_de_Mexico,"('ADP', 'DET', 'NOUN', 'ADP')",253,6
Region,Estado_de_Mexico,"('NOUN', 'PUNCT', 'DET', 'NOUN')",217,7
Region,Estado_de_Mexico,"('ADJ', 'PUNCT', 'DET', 'NOUN')",207,8
Region,Estado_de_Mexico,"('VERB', 'DET', 'NOUN', 'ADP')",201,9
Region,Estado_de_Mexico,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",197,10
Region,Estado_de_Mexico,"('DET', 'NOUN', 'AUX', 'ADJ')",161,11
Region,Estado_de_Mexico,"('PUNCT', 'DET', 'NOUN', 'ADP')",148,12
Region,Estado_de_Mexico,"('DET', 'NOUN', 'PRON', 'VERB')",146,13
Region,Estado_de_Mexico,"('VERB', 'DET', 'NOUN', 'PUNCT')",137,14
Region,Estado_de_Mexico,"('PUNCT', 'DET', 'NOUN', 'AUX')",134,15
Region,Estado_de_Mexico,"('DET', 'NOUN', 'ADJ', 'PUNCT')",133,16
Region,Estado_de_Mexico,"('DET', 'NOUN', 'PUNCT', 'DET')",129,17
Region,Estado_de_Mexico,"('ADJ', 'ADP', 'DET', 'NOUN')",128,18
Region,Estado_de_Mexico,"('PRON', 'VERB', 'DET', 'NOUN')",125,19
Region,Estado_de_Mexico,"('DET', 'NOUN', 'AUX', 'ADV')",124,20
Region,Guanajuato,"('NOUN', 'ADP', 'DET', 'NOUN')",26,1
Region,Guanajuato,"('DET', 'NOUN', 'ADP', 'NOUN')",22,2
Region,Guanajuato,"('DET', 'NOUN', 'ADP', 'DET')",20,3
Region,Guanajuato,"('NOUN', 'PUNCT', 'DET', 'NOUN')",20,4
Region,Guanajuato,"('ADP', 'DET', 'NOUN', 'PUNCT')",17,5
Region,Guanajuato,"('ADP', 'DET', 'NOUN', 'ADP')",14,6
Region,Guanajuato,"('VERB', 'DET', 'NOUN', 'ADP')",13,7
Region,Guanajuato,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",12,8
Region,Guanajuato,"('PRON', 'VERB', 'DET', 'NOUN')",12,9
Region,Guanajuato,"('DET', 'NOUN', 'PUNCT', 'DET')",11,10
Region,Guanajuato,"('VERB', 'ADP', 'DET', 'NOUN')",11,11
Region,Guanajuato,"('DET', 'NOUN', 'PRON', 'VERB')",10,12
Region,Guanajuato,"('DET', 'ADJ', 'NOUN', 'ADP')",9,13
Region,Guanajuato,"('VERB', 'DET', 'NOUN', 'ADJ')",9,14
Region,Guanajuato,"('DET', 'NOUN', 'AUX', 'ADJ')",9,15
Region,Guanajuato,"('ADJ', 'ADP', 'DET', 'NOUN')",8,16
Region,Guanajuato,"('ADP', 'DET', 'NOUN', 'PRON')",8,17
Region,Guanajuato,"('NOUN', 'ADP', 'NOUN', 'CCONJ')",8,18
Region,Guanajuato,"('ADV', 'VERB', 'DET', 'NOUN')",7,19
Region,Guanajuato,"('DET', 'NOUN', 'ADJ', 'ADP')",7,20
Region,Guerrero,"('NOUN', 'ADP', 'DET', 'NOUN')",133,1
Region,Guerrero,"('ADP', 'DET', 'NOUN', 'PUNCT')",110,2
Region,Guerrero,"('DET', 'NOUN', 'ADP', 'NOUN')",92,3
Region,Guerrero,"('ADP', 'DET', 'NOUN', 'ADP')",89,4
Region,Guerrero,"('DET', 'NOUN', 'ADP', 'DET')",78,5
Region,Guerrero,"('VERB', 'ADP', 'DET', 'NOUN')",76,6
Region,Guerrero,"('NOUN', 'PUNCT', 'DET', 'NOUN')",75,7
Region,Guerrero,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",57,8
Region,Guerrero,"('DET', 'NOUN', 'AUX', 'ADJ')",53,9
Region,Guerrero,"('ADJ', 'PUNCT', 'DET', 'NOUN')",50,10
Region,Guerrero,"('PUNCT', 'DET', 'NOUN', 'ADP')",47,11
Region,Guerrero,"('DET', 'NOUN', 'PUNCT', 'DET')",44,12
Region,Guerrero,"('VERB', 'DET', 'NOUN', 'ADP')",44,13
Region,Guerrero,"('ADJ', 'ADP', 'DET', 'NOUN')",43,14
Region,Guerrero,"('PUNCT', 'DET', 'NOUN', 'AUX')",42,15
Region,Guerrero,"('NOUN', 'ADP', 'NOUN', 'ADP')",40,16
Region,Guerrero,"('DET', 'NOUN', 'PRON', 'VERB')",40,17
Region,Guerrero,"('PRON', 'VERB', 'DET', 'NOUN')",39,18
Region,Guerrero,"('VERB', 'DET', 'NOUN', 'PUNCT')",39,19
Region,Guerrero,"('DET', 'NOUN', 'ADJ', 'ADP')",39,20
Region,Hidalgo,"('NOUN', 'ADP', 'DET', 'NOUN')",43,1
Region,Hidalgo,"('DET', 'NOUN', 'ADP', 'NOUN')",39,2
Region,Hidalgo,"('VERB', 'DET', 'NOUN', 'ADP')",28,3
Region,Hidalgo,"('ADP', 'DET', 'NOUN', 'PUNCT')",27,4
Region,Hidalgo,"('VERB', 'ADP', 'DET', 'NOUN')",26,5
Region,Hidalgo,"('ADP', 'DET', 'NOUN', 'ADP')",23,6
Region,Hidalgo,"('DET', 'NOUN', 'ADP', 'DET')",21,7
Region,Hidalgo,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",20,8
Region,Hidalgo,"('ADJ', 'PUNCT', 'DET', 'NOUN')",19,9
Region,Hidalgo,"('NOUN', 'ADP', 'NOUN', 'ADP')",19,10
Region,Hidalgo,"('DET', 'NOUN', 'ADV', 'ADJ')",18,11
Region,Hidalgo,"('VERB', 'DET', 'NOUN', 'PUNCT')",16,12
Region,Hidalgo,"('ADJ', 'ADP', 'DET', 'NOUN')",16,13
Region,Hidalgo,"('NOUN', 'AUX', 'ADV', 'ADJ')",15,14
Region,Hidalgo,"('NOUN', 'PUNCT', 'DET', 'NOUN')",15,15
Region,Hidalgo,"('AUX', 'ADV', 'ADJ', 'PUNCT')",15,16
Region,Hidalgo,"('DET', 'NOUN', 'AUX', 'ADJ')",15,17
Region,Hidalgo,"('PUNCT', 'DET', 'NOUN', 'ADP')",14,18
Region,Hidalgo,"('PRON', 'VERB', 'DET', 'NOUN')",14,19
Region,Hidalgo,"('ADP', 'NOUN', 'ADP', 'DET')",14,20
Region,Jalisco,"('NOUN', 'ADP', 'DET', 'NOUN')",309,1
Region,Jalisco,"('ADP', 'DET', 'NOUN', 'PUNCT')",285,2
Region,Jalisco,"('DET', 'NOUN', 'ADP', 'NOUN')",266,3
Region,Jalisco,"('VERB', 'ADP', 'DET', 'NOUN')",228,4
Region,Jalisco,"('DET', 'NOUN', 'ADP', 'DET')",196,5
Region,Jalisco,"('ADP', 'DET', 'NOUN', 'ADP')",178,6
Region,Jalisco,"('VERB', 'DET', 'NOUN', 'ADP')",159,7
Region,Jalisco,"('NOUN', 'PUNCT', 'DET', 'NOUN')",157,8
Region,Jalisco,"('ADJ', 'PUNCT', 'DET', 'NOUN')",141,9
Region,Jalisco,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",126,10
Region,Jalisco,"('DET', 'NOUN', 'AUX', 'ADJ')",125,11
Region,Jalisco,"('DET', 'NOUN', 'ADJ', 'PUNCT')",120,12
Region,Jalisco,"('PUNCT', 'DET', 'NOUN', 'AUX')",120,13
Region,Jalisco,"('PRON', 'VERB', 'DET', 'NOUN')",119,14
Region,Jalisco,"('VERB', 'DET', 'NOUN', 'PUNCT')",103,15
Region,Jalisco,"('ADJ', 'ADP', 'DET', 'NOUN')",100,16
Region,Jalisco,"('DET', 'NOUN', 'PUNCT', 'DET')",100,17
Region,Jalisco,"('PUNCT', 'DET', 'NOUN', 'ADP')",95,18
Region,Jalisco,"('DET', 'NOUN', 'PRON', 'VERB')",90,19
Region,Jalisco,"('NOUN', 'ADP', 'NOUN', 'ADP')",90,20
Region,Michoacan,"('NOUN', 'ADP', 'DET', 'NOUN')",96,1
Region,Michoacan,"('DET', 'NOUN', 'ADP', 'NOUN')",83,2
Region,Michoacan,"('ADP', 'DET', 'NOUN', 'ADP')",63,3
Region,Michoacan,"('DET', 'NOUN', 'ADP', 'DET')",61,4
Region,Michoacan,"('VERB', 'ADP', 'DET', 'NOUN')",59,5
Region,Michoacan,"('ADP', 'DET', 'NOUN', 'PUNCT')",59,6
Region,Michoacan,"('ADJ', 'PUNCT', 'DET', 'NOUN')",51,7
Region,Michoacan,"('VERB', 'DET', 'NOUN', 'ADP')",48,8
Region,Michoacan,"('NOUN', 'PUNCT', 'DET', 'NOUN')",47,9
Region,Michoacan,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",46,10
Region,Michoacan,"('NOUN', 'ADP', 'NOUN', 'ADP')",40,11
Region,Michoacan,"('DET', 'NOUN', 'ADV', 'ADJ')",38,12
Region,Michoacan,"('ADP', 'NOUN', 'ADP', 'NOUN')",37,13
Region,Michoacan,"('PRON', 'VERB', 'DET', 'NOUN')",36,14
Region,Michoacan,"('ADP', 'DET', 'NOUN', 'ADJ')",34,15
Region,Michoacan,"('ADP', 'NOUN', 'ADP', 'DET')",33,16
Region,Michoacan,"('PUNCT', 'DET', 'NOUN', 'AUX')",33,17
Region,Michoacan,"('DET', 'NOUN', 'ADJ', 'PUNCT')",31,18
Region,Michoacan,"('ADJ', 'ADP', 'DET', 'NOUN')",30,19
Region,Michoacan,"('DET', 'NOUN', 'ADJ', 'ADP')",29,20
Region,Morelos,"('DET', 'NOUN', 'ADP', 'NOUN')",96,1
Region,Morelos,"('NOUN', 'ADP', 'DET', 'NOUN')",86,2
Region,Morelos,"('ADP', 'DET', 'NOUN', 'PUNCT')",64,3
Region,Morelos,"('DET', 'NOUN', 'ADP', 'DET')",61,4
Region,Morelos,"('NOUN', 'PUNCT', 'DET', 'NOUN')",57,5
Region,Morelos,"('VERB', 'DET', 'NOUN', 'ADP')",56,6
Region,Morelos,"('ADP', 'DET', 'NOUN', 'ADP')",56,7
Region,Morelos,"('VERB', 'ADP', 'DET', 'NOUN')",55,8
Region,Morelos,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",50,9
Region,Morelos,"('DET', 'NOUN', 'ADJ', 'PUNCT')",49,10
Region,Morelos,"('ADJ', 'PUNCT', 'DET', 'NOUN')",47,11
Region,Morelos,"('DET', 'NOUN', 'AUX', 'ADJ')",41,12
Region,Morelos,"('NOUN', 'ADP', 'NOUN', 'ADP')",41,13
Region,Morelos,"('PUNCT', 'DET', 'NOUN', 'AUX')",35,14
Region,Morelos,"('ADP', 'NOUN', 'ADP', 'NOUN')",33,15
Region,Morelos,"('VERB', 'DET', 'NOUN', 'PUNCT')",31,16
Region,Morelos,"('NOUN', 'AUX', 'ADJ', 'PUNCT')",31,17
Region,Morelos,"('DET', 'NOUN', 'AUX', 'ADV')",29,18
Region,Morelos,"('PUNCT', 'DET', 'NOUN', 'ADP')",28,19
Region,Morelos,"('PRON', 'VERB', 'DET', 'NOUN')",26,20
Region,Nayarit,"('ADP', 'DET', 'NOUN', 'PUNCT')",237,1
Region,Nayarit,"('NOUN', 'ADP', 'DET', 'NOUN')",231,2
Region,Nayarit,"('DET', 'NOUN', 'ADP', 'NOUN')",170,3
Region,Nayarit,"('VERB', 'ADP', 'DET', 'NOUN')",158,4
Region,Nayarit,"('DET', 'NOUN', 'ADP', 'DET')",151,5
Region,Nayarit,"('ADP', 'DET', 'NOUN', 'ADP')",150,6
Region,Nayarit,"('NOUN', 'PUNCT', 'DET', 'NOUN')",110,7
Region,Nayarit,"('ADJ', 'ADP', 'DET', 'NOUN')",106,8
Region,Nayarit,"('VERB', 'DET', 'NOUN', 'ADP')",93,9
Region,Nayarit,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",90,10
Region,Nayarit,"('PUNCT', 'DET', 'NOUN', 'AUX')",88,11
Region,Nayarit,"('ADJ', 'PUNCT', 'DET', 'NOUN')",84,12
Region,Nayarit,"('DET', 'NOUN', 'ADJ', 'PUNCT')",80,13
Region,Nayarit,"('DET', 'NOUN', 'AUX', 'ADJ')",79,14
Region,Nayarit,"('ADP', 'DET', 'NOUN', 'ADJ')",78,15
Region,Nayarit,"('VERB', 'DET', 'NOUN', 'PUNCT')",72,16
Region,Nayarit,"('ADP', 'DET', 'NOUN', 'CCONJ')",63,17
Region,Nayarit,"('DET', 'NOUN', 'PUNCT', 'DET')",61,18
Region,Nayarit,"('NOUN', 'ADP', 'NOUN', 'ADP')",58,19
Region,Nayarit,"('DET', 'NOUN', 'AUX', 'ADV')",57,20
Region,Oaxaca,"('VERB', 'ADP', 'DET', 'NOUN')",23,1
Region,Oaxaca,"('NOUN', 'ADP', 'DET', 'NOUN')",18,2
Region,Oaxaca,"('ADP', 'DET', 'NOUN', 'ADP')",17,3
Region,Oaxaca,"('ADP', 'DET', 'NOUN', 'PUNCT')",15,4
Region,Oaxaca,"('NOUN', 'PUNCT', 'DET', 'NOUN')",13,5
Region,Oaxaca,"('DET', 'NOUN', 'ADP', 'NOUN')",12,6
Region,Oaxaca,"('DET', 'NOUN', 'ADP', 'DET')",12,7
Region,Oaxaca,"('ADP', 'DET', 'NOUN', 'CCONJ')",11,8
Region,Oaxaca,"('VERB', 'DET', 'NOUN', 'ADP')",9,9
Region,Oaxaca,"('NOUN', 'ADP', 'NOUN', 'ADP')",9,10
Region,Oaxaca,"('PUNCT', 'DET', 'NOUN', 'AUX')",9,11
Region,Oaxaca,"('DET', 'NOUN', 'AUX', 'ADJ')",9,12
Region,Oaxaca,"('DET', 'NOUN', 'ADV', 'ADJ')",8,13
Region,Oaxaca,"('ADJ', 'ADP', 'DET', 'NOUN')",8,14
Region,Oaxaca,"('ADJ', 'PUNCT', 'DET', 'NOUN')",8,15
Region,Oaxaca,"('ADP', 'NOUN', 'ADP', 'NOUN')",7,16
Region,Oaxaca,"('PRON', 'VERB', 'ADP', 'DET')",7,17
Region,Oaxaca,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",7,18
Region,Oaxaca,"('DET', 'NOUN', 'PRON', 'VERB')",7,19
Region,Oaxaca,"('NOUN', 'AUX', 'ADJ', 'PUNCT')",7,20
Region,Puebla,"('NOUN', 'ADP', 'DET', 'NOUN')",156,1
Region,Puebla,"('DET', 'NOUN', 'ADP', 'NOUN')",130,2
Region,Puebla,"('ADP', 'DET', 'NOUN', 'PUNCT')",111,3
Region,Puebla,"('ADP', 'DET', 'NOUN', 'ADP')",108,4
Region,Puebla,"('DET', 'NOUN', 'ADP', 'DET')",99,5
Region,Puebla,"('VERB', 'ADP', 'DET', 'NOUN')",97,6
Region,Puebla,"('VERB', 'DET', 'NOUN', 'ADP')",93,7
Region,Puebla,"('DET', 'NOUN', 'AUX', 'ADJ')",67,8
Region,Puebla,"('PUNCT', 'DET', 'NOUN', 'AUX')",62,9
Region,Puebla,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",61,10
Region,Puebla,"('NOUN', 'PUNCT', 'DET', 'NOUN')",60,11
Region,Puebla,"('PRON', 'VERB', 'DET', 'NOUN')",60,12
Region,Puebla,"('ADJ', 'PUNCT', 'DET', 'NOUN')",59,13
Region,Puebla,"('ADJ', 'ADP', 'DET', 'NOUN')",58,14
Region,Puebla,"('DET', 'NOUN', 'ADJ', 'PUNCT')",57,15
Region,Puebla,"('DET', 'NOUN', 'PRON', 'VERB')",51,16
Region,Puebla,"('NOUN', 'ADP', 'NOUN', 'ADP')",47,17
Region,Puebla,"('DET', 'NOUN', 'ADV', 'ADJ')",43,18
Region,Puebla,"('ADP', 'VERB', 'DET', 'NOUN')",42,19
Region,Puebla,"('ADP', 'DET', 'NOUN', 'ADJ')",42,20
Region,Queretaro,"('NOUN', 'ADP', 'DET', 'NOUN')",122,1
Region,Queretaro,"('ADP', 'DET', 'NOUN', 'PUNCT')",85,2
Region,Queretaro,"('DET', 'NOUN', 'ADP', 'NOUN')",84,3
Region,Queretaro,"('VERB', 'DET', 'NOUN', 'ADP')",77,4
Region,Queretaro,"('DET', 'NOUN', 'ADP', 'DET')",77,5
Region,Queretaro,"('DET', 'NOUN', 'AUX', 'ADJ')",70,6
Region,Queretaro,"('ADP', 'DET', 'NOUN', 'ADP')",63,7
Region,Queretaro,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",63,8
Region,Queretaro,"('ADJ', 'PUNCT', 'DET', 'NOUN')",63,9
Region,Queretaro,"('VERB', 'ADP', 'DET', 'NOUN')",61,10
Region,Queretaro,"('PUNCT', 'DET', 'NOUN', 'AUX')",56,11
Region,Queretaro,"('NOUN', 'PUNCT', 'DET', 'NOUN')",56,12
Region,Queretaro,"('PRON', 'VERB', 'DET', 'NOUN')",47,13
Region,Queretaro,"('VERB', 'DET', 'NOUN', 'PUNCT')",45,14
Region,Queretaro,"('NOUN', 'AUX', 'ADJ', 'PUNCT')",45,15
Region,Queretaro,"('DET', 'NOUN', 'ADJ', 'PUNCT')",44,16
Region,Queretaro,"('ADJ', 'ADP', 'DET', 'NOUN')",37,17
Region,Queretaro,"('NOUN', 'CCONJ', 'DET', 'NOUN')",36,18
Region,Queretaro,"('PUNCT', 'DET', 'NOUN', 'ADP')",35,19
Region,Queretaro,"('ADP', 'DET', 'NOUN', 'CCONJ')",34,20
Region,QuintanaRoo,"('NOUN', 'ADP', 'DET', 'NOUN')",2299,1
Region,QuintanaRoo,"('ADP', 'DET', 'NOUN', 'PUNCT')",2079,2
Region,QuintanaRoo,"('DET', 'NOUN', 'ADP', 'NOUN')",1719,3
Region,QuintanaRoo,"('ADP', 'DET', 'NOUN', 'ADP')",1581,4
Region,QuintanaRoo,"('VERB', 'ADP', 'DET', 'NOUN')",1507,5
Region,QuintanaRoo,"('DET', 'NOUN', 'ADP', 'DET')",1489,6
Region,QuintanaRoo,"('NOUN', 'PUNCT', 'DET', 'NOUN')",1178,7
Region,QuintanaRoo,"('VERB', 'DET', 'NOUN', 'ADP')",1059,8
Region,QuintanaRoo,"('DET', 'NOUN', 'AUX', 'ADJ')",1036,9
Region,QuintanaRoo,"('PUNCT', 'DET', 'NOUN', 'AUX')",999,10
Region,QuintanaRoo,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",942,11
Region,QuintanaRoo,"('ADJ', 'ADP', 'DET', 'NOUN')",854,12
Region,QuintanaRoo,"('ADJ', 'PUNCT', 'DET', 'NOUN')",783,13
Region,QuintanaRoo,"('DET', 'NOUN', 'PUNCT', 'DET')",695,14
Region,QuintanaRoo,"('NOUN', 'ADP', 'NOUN', 'ADP')",664,15
Region,QuintanaRoo,"('NOUN', 'AUX', 'ADJ', 'PUNCT')",652,16
Region,QuintanaRoo,"('ADP', 'DET', 'NOUN', 'ADJ')",633,17
Region,QuintanaRoo,"('VERB', 'DET', 'NOUN', 'PUNCT')",630,18
Region,QuintanaRoo,"('DET', 'NOUN', 'ADJ', 'PUNCT')",630,19
Region,QuintanaRoo,"('PRON', 'VERB', 'DET', 'NOUN')",614,20
Region,San_Luis_Potosi,"('DET', 'NOUN', 'ADP', 'NOUN')",27,1
Region,San_Luis_Potosi,"('NOUN', 'ADP', 'DET', 'NOUN')",26,2
Region,San_Luis_Potosi,"('ADP', 'DET', 'NOUN', 'PUNCT')",23,3
Region,San_Luis_Potosi,"('NOUN', 'PUNCT', 'DET', 'NOUN')",20,4
Region,San_Luis_Potosi,"('DET', 'NOUN', 'ADP', 'DET')",18,5
Region,San_Luis_Potosi,"('VERB', 'ADP', 'DET', 'NOUN')",18,6
Region,San_Luis_Potosi,"('VERB', 'DET', 'NOUN', 'ADP')",15,7
Region,San_Luis_Potosi,"('ADP', 'DET', 'NOUN', 'ADP')",14,8
Region,San_Luis_Potosi,"('VERB', 'DET', 'NOUN', 'PUNCT')",13,9
Region,San_Luis_Potosi,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",12,10
Region,San_Luis_Potosi,"('PUNCT', 'DET', 'NOUN', 'AUX')",12,11
Region,San_Luis_Potosi,"('DET', 'NOUN', 'AUX', 'ADJ')",12,12
Region,San_Luis_Potosi,"('NOUN', 'ADP', 'NOUN', 'ADP')",11,13
Region,San_Luis_Potosi,"('DET', 'NOUN', 'PUNCT', 'DET')",11,14
Region,San_Luis_Potosi,"('PRON', 'VERB', 'ADP', 'DET')",10,15
Region,San_Luis_Potosi,"('PUNCT', 'DET', 'NOUN', 'ADP')",9,16
Region,San_Luis_Potosi,"('ADJ', 'PUNCT', 'DET', 'NOUN')",8,17
Region,San_Luis_Potosi,"('PRON', 'VERB', 'DET', 'NOUN')",8,18
Region,San_Luis_Potosi,"('DET', 'NOUN', 'ADP', 'PROPN')",8,19
Region,San_Luis_Potosi,"('ADP', 'VERB', 'DET', 'NOUN')",8,20
Region,Veracruz,"('NOUN', 'ADP', 'DET', 'NOUN')",58,1
Region,Veracruz,"('ADP', 'DET', 'NOUN', 'PUNCT')",55,2
Region,Veracruz,"('VERB', 'ADP', 'DET', 'NOUN')",55,3
