class_col,class_value,pos_4gram,freq,rank
Polarity,3.0,"('DET', 'NOUN', 'AUX', 'ADJ')",543,7
Polarity,3.0,"('NOUN', 'PUNCT', 'DET', 'NOUN')",540,8
Polarity,3.0,"('PUNCT', 'DET', 'NOUN', 'AUX')",497,9
Polarity,3.0,"('ADJ', 'PUNCT', 'DET', 'NOUN')",480,10
Polarity,3.0,"('VERB', 'DET', 'NOUN', 'ADP')",467,11
Polarity,3.0,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",460,12
Polarity,3.0,"('ADJ', 'ADP', 'DET', 'NOUN')",363,13
Polarity,3.0,"('DET', 'NOUN', 'AUX', 'ADV')",348,14
Polarity,3.0,"('NOUN', 'AUX', 'ADJ', 'PUNCT')",339,15
Polarity,3.0,"('DET', 'NOUN', 'ADJ', 'PUNCT')",331,16
Polarity,3.0,"('ADP', 'DET', 'NOUN', 'ADJ')",298,17
Polarity,3.0,"('DET', 'NOUN', 'PUNCT', 'DET')",298,18
Polarity,3.0,"('AUX', 'ADV', 'ADJ', 'PUNCT')",294,19
Polarity,3.0,"('PUNCT', 'DET', 'NOUN', 'ADP')",291,20
Polarity,4.0,"('NOUN', 'ADP', 'DET', 'NOUN')",1083,1
Polarity,4.0,"('ADP', 'DET', 'NOUN', 'PUNCT')",906,2
Polarity,4.0,"('DET', 'NOUN', 'ADP', 'NOUN')",838,3
Polarity,4.0,"('ADP', 'DET', 'NOUN', 'ADP')",777,4
Polarity,4.0,"('DET', 'NOUN', 'ADP', 'DET')",705,5
Polarity,4.0,"('VERB', 'ADP', 'DET', 'NOUN')",688,6
Polarity,4.0,"('NOUN', 'PUNCT', 'DET', 'NOUN')",549,7
Polarity,4.0,"('PUNCT', 'DET', 'NOUN', 'AUX')",510,8
Polarity,4.0,"('DET', 'NOUN', 'AUX', 'ADJ')",502,9
Polarity,4.0,"('ADJ', 'PUNCT', 'DET', 'NOUN')",496,10
Polarity,4.0,"('VERB', 'DET', 'NOUN', 'ADP')",459,11
Polarity,4.0,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",431,12
Polarity,4.0,"('ADJ', 'ADP', 'DET', 'NOUN')",421,13
Polarity,4.0,"('DET', 'NOUN', 'ADJ', 'PUNCT')",368,14
Polarity,4.0,"('ADP', 'DET', 'NOUN', 'ADJ')",346,15
Polarity,4.0,"('NOUN', 'ADP', 'NOUN', 'ADP')",331,16
Polarity,4.0,"('DET', 'NOUN', 'AUX', 'ADV')",326,17
Polarity,4.0,"('NOUN', 'AUX', 'ADJ', 'PUNCT')",303,18
Polarity,4.0,"('DET', 'NOUN', 'PUNCT', 'DET')",293,19
Polarity,4.0,"('NOUN', 'AUX', 'ADV', 'ADJ')",292,20
Polarity,5.0,"('NOUN', 'ADP', 'DET', 'NOUN')",1085,1
Polarity,5.0,"('ADP', 'DET', 'NOUN', 'PUNCT')",927,2
Polarity,5.0,"('DET', 'NOUN', 'ADP', 'NOUN')",802,3
Polarity,5.0,"('ADP', 'DET', 'NOUN', 'ADP')",734,4
Polarity,5.0,"('DET', 'NOUN', 'ADP', 'DET')",714,5
Polarity,5.0,"('VERB', 'ADP', 'DET', 'NOUN')",694,6
Polarity,5.0,"('NOUN', 'PUNCT', 'DET', 'NOUN')",619,7
Polarity,5.0,"('DET', 'NOUN', 'AUX', 'ADJ')",529,8
Polarity,5.0,"('VERB', 'DET', 'NOUN', 'ADP')",511,9
Polarity,5.0,"('PUNCT', 'DET', 'NOUN', 'AUX')",506,10
Polarity,5.0,"('ADJ', 'PUNCT', 'DET', 'NOUN')",481,11
Polarity,5.0,"('ADJ', 'ADP', 'DET', 'NOUN')",447,12
Polarity,5.0,"('NOUN', 'ADP', 'NOUN', 'PUNCT')",438,13
Polarity,5.0,"('DET', 'NOUN', 'ADJ', 'PUNCT')",435,14
Polarity,5.0,"('ADP', 'DET', 'NOUN', 'ADJ')",398,15
Polarity,5.0,"('DET', 'NOUN', 'PUNCT', 'DET')",381,16
Polarity,5.0,"('NOUN', 'AUX', 'ADJ', 'PUNCT')",353,17
Polarity,5.0,"('VERB', 'DET', 'NOUN', 'PUNCT')",331,18
Polarity,5.0,"('NOUN', 'ADP', 'NOUN', 'ADP')",328,19
Polarity,5.0,"('DET', 'NOUN', 'ADJ', 'ADP')",314,20
